,game_id,event,player_name
230,8c0f9e77-98be-499b-a0a2-e47ec53aff99,WCh-FIDE,"Kasimdzhanov,R"
231,3d161f2f-a725-4938-99cc-e4829f192364,FIDE WCh KO,"Lputian,S"
232,52dc10b2-2232-418e-a659-d87368ffb39c,FIDE WCh KO,"Pina,S"
233,af86137c-9a27-490e-9653-6989960f25f7,FIDE-Wch k.o.,"Ehlvest, Jaan"
234,503deec8-84fe-4b6b-a9c2-67d55cc829bc,World Championship 29th,"Kortschnoj, Viktor"
235,4b1b4291-ee8e-445b-8ca0-3da461340ba3,World Championship 26th,"Spassky, Boris V"
236,ef56e988-f8cf-4d7a-aba6-9f70fbda517c,World Championship 24th,"Botvinnik, Mikhail"
237,f836bd76-8dbb-4bc8-8f84-4d1da2e5bd2e,World Championship 7th,"Lasker, Emanuel"
238,dd567913-7d41-4da2-b224-3e27e2a9f719,FIDE WCh KO,"Van Wely,L"
239,917e8995-8702-4022-af85-380a385f7ad2,FIDE WCh KO,"Macieja,B"
240,8a3cda5e-119e-4260-9eea-65aa92e3ef07,FIDE WCh KO,"Ganguly,S"
241,3f6a7a00-39e7-4727-ba53-f6803a4b43cd,FIDE WCh KO,"Bruzon,L"
242,111fc689-b94e-466e-a4a0-b86ce6ecbc53,FIDE WCh KO,"Prudnikova,S"
243,87aabb88-0549-4088-9681-5ecdaaaaae64,FIDE WCh KO,"Dreev,A"
244,c098dcfc-a1d9-4a97-86f4-70273afd73b4,FIDE-Wch k.o.,"Aronian, Levon"
245,de70a918-7d6b-4d9a-8821-287fecfcc940,FIDE-Wch k.o.,"Portisch, Lajos"
246,c49827eb-95a6-4e2b-bfc8-487ab4042443,World Championship 17th,"Alekhine, Alexander"
247,ed5a3024-c7e5-413e-b80b-43eecac5f391,World Championship 14th,"Bogoljubow, Efim"
248,3a9ffed8-4422-487c-9506-05a02d53fd63,WCh,"Gelfand,B"
249,dd567913-7d41-4da2-b224-3e27e2a9f719,FIDE WCh KO,"Filippov,Va"
250,17612b00-d748-4060-8576-840e2bd74a26,FIDE WCh KO,"Filippov,Va"
251,71510a9d-780a-44d2-9096-1ac18ef98fba,FIDE WCh KO,"Gurevich,D"
252,f2760893-5b93-4859-b445-12d32783f4ce,FIDE WCh KO,"Pierrot,F"
253,093e9275-e3ce-4d54-ac81-f9e7db6a566a,FIDE WCh KO,"Topalov,V"
254,6e48a93e-e2ba-4da6-b86f-1e0c4f770347,FIDE WCh KO,"Nevednichy,V"
255,f944bad4-80ff-4265-a1b9-3fa94c11a52d,FIDE WCh KO,"Svidler,P"
256,03ad168a-2860-4e85-b776-d90e5d0f9a05,FIDE WCh KO,"Shirov,A"
257,e937b54e-7950-4f02-86fc-0bea72b594b1,FIDE-Wch k.o.,"Milos, Gilberto"
258,59d77969-4297-46e7-bac3-194c4a30561f,FIDE-Wch k.o.,"Sadler, Matthew"
259,7aa8dc7a-d17a-4e15-8ffa-50a4dc37579c,World Championship 23th,"Botvinnik, Mikhail"
260,907f13d1-3a05-40b3-b89f-d48eff960b1f,World Championship 20th,"Botvinnik, Mikhail"
261,1aed4478-0f62-41b6-ad1a-24521d66504f,WCh Playoffs,"Topalov,V"
262,50cb0eae-4ca7-4648-a374-1d091eadaf10,FIDE WCh KO,"Shabalov,A"
263,893fc733-780c-4133-8a6f-e35398f6055b,FIDE WCh KO,"Sakaev,K"
264,da4df575-2696-4281-9b2b-34f71231971b,FIDE-Wch k.o. g/25+10,"Zapata, Alonso"
265,542d06ca-0e98-4e03-967b-d1ed201cce27,FIDE-Wch k.o. g/15+10,"Lautier, Joel"
266,d3c63da8-b533-4102-b408-9e8771e8df88,FIDE-Wch k.o.,"Zvjaginsev, Vadim"
267,39003f9f-b64e-4bfb-934e-f707d1dd2c2b,World Championship 33th-KK3,"Karpov, Anatoly"
268,da3c2392-dfee-4720-949e-4dbb88be2297,World Championship 15th,"Alekhine, Alexander"
269,01af512b-f6cd-471a-bc9d-4d52df30ecce,World Championship 14th,"Alekhine, Alexander"
270,1c47c1e0-b68c-4e9f-a5c0-daba750ad44a,FIDE WCh KO,"Sadvakasov,D"
271,6ca8882f-bd61-45aa-a982-a979c590d2c2,FIDE WCh KO,"Nakamura,H"
272,47cfe5ab-222e-4311-bf20-c40e7154ffb4,FIDE WCh KO,"Kudrin,S"
273,8adc1dc3-a027-47cd-8397-ab817a67750a,FIDE WCh KO,"Kasimdzhanov,R"
